Temperatura,Intensidad_Solar,Angulo_Inclinacion,Velocidad_Viento,Eficiencia,Intensidad_calorifica,Altura_Instalacion,N_panelado,Factor_Viento_Angulo
8.727005942368123,261.70568373590595,32.15987634850778,64.8256954077822,9.176216835094268,47.322715972268625,1.012657828484162,84684,3.266581905927443
37.53571532049581,246.97879907199982,39.16296987899959,17.238636210516624,8.556792293000347,46.329678168179896,1.001203613909018,93035,2.192433366848297
26.599697090570253,906.2545805210367,37.80482789370477,87.23945633548149,9.92736610718474,164.10232917631822,1.6160985621493547,28165,4.943462844177672
19.93292420985183,249.5461998495061,19.61699714081321,61.311623906924154,7.329843958006181,42.31525756505836,1.1890170673345541,28260,4.1694626766110945
-2.1990679778781743,271.94972612863097,19.477484092244218,15.720388355695425,7.708795621010651,48.209631369052715,1.1918875497180954,64515,0.37570957365487945
-2.2002739831898674,759.3982624179637,23.0452310323474,96.23380574812069,10.688150009061241,131.17958302196328,1.6532715658327437,40480,7.31885747157733
-7.095819391590027,449.73984245054,25.832241790231116,51.83654633353206,9.599078179404502,79.35484560934542,1.0536971879393744,62527,2.600430454330095
33.308807288746756,776.7105569551812,27.25366744225448,7.289845187165501,9.166576699275003,135.24316444281575,1.3134055614745563,69789,1.9963822255088979
20.05575058716044,65.36615756438525,35.39091650500036,62.68329044150672,7.579853345805933,16.693638028837306,1.1494319021420192,61902,2.7292373936506356
25.403628889802278,487.5711936733843,16.70041296497506,25.31989070128102,7.90556944741511,88.0083432754004,1.5801763697965339,42191,0.861947773630596
-8.970775285209879,33.613600183282635,16.04018112678199,80.36934518773025,6.406478581033849,1.9573632641551963,1.6617651547273957,69488,6.432916406094826
38.49549260809972,62.65320345535452,26.75731688831727,81.78220735661907,6.141925626902426,15.408193490263931,1.7211358535990435,85082,5.502489046830181
31.622132040021086,906.437453344411,35.914910764139414,97.89473558546618,10.991009899064373,161.9939986344678,1.2552312169185655,46044,6.1979824821326766
0.6169555339138082,139.24537111759517,20.803060288694475,50.186953102450374,7.864235870709442,23.60402011953749,1.089249751636584,59600,2.9383892813755903
-0.9087516396449686,532.4206822752171,34.245134437687554,45.495687972773716,11.670991836068033,86.34804769117882,1.0786836569418978,97457,1.1250553535086163
-0.8297745073283096,411.09560260070657,22.794844138208983,75.34756054464806,8.550187047138493,70.82029937640544,1.426151548450724,58776,5.255271640643908
